0.000000 0.000000 0.062791 0.125333 0.187381 0.248690 0.309017 0.368125 0.425779 0.481754 0.535827 0.587785 0.637424 0.684547 0.728969 0.770513 0.809017 0.844328 0.876307 0.904827 0.929776 0.951057 0.968583 0.982287 0.992115 0.998027 1.000000 0.998027 0.992115 0.982287 0.968583 0.951056 0.929776 0.904827 0.876307 0.844328 0.809017 0.770513 0.728968 0.684547 0.637424 0.587785 0.535827 0.481754 0.425779 0.368124 0.309017 0.248690 0.187381 0.125333 0.062790 -0.000000 -0.062791 -0.125333 -0.187381 -0.248690 -0.309017 -0.368125 -0.425780 -0.481754 -0.535827 -0.587785 -0.637424 -0.684547 -0.728969 -0.770513 -0.809017 -0.844328 -0.876307 -0.904827 -0.929777 -0.951057 -0.968583 -0.982287 -0.992115 -0.998027 -1.000000 -0.998027 -0.992115 -0.982287 -0.968583 -0.951056 -0.929776 -0.904827 -0.876307 -0.844328 -0.809017 -0.770513 -0.728968 -0.684547 -0.637424 -0.587785 -0.535826 -0.481753 -0.425779 -0.368124 -0.309016 -0.248689 -0.187381 -0.125333 0.000000 
0.002256 0.000019 0.062720 0.125192 0.187172 0.248416 0.308682 0.367734 0.425338 0.481269 0.535306 0.587236 0.636855 0.683967 0.728386 0.769938 0.808457 0.843792 0.875803 0.904363 0.929359 0.950692 0.968277 0.982044 0.991938 0.997920 0.999963 0.998061 0.992219 0.982459 0.968820 0.951355 0.930130 0.905231 0.876754 0.844812 0.809529 0.771045 0.729511 0.685092 0.637962 0.588308 0.536326 0.482221 0.426206 0.368505 0.309344 0.248959 0.187587 0.125472 0.062861 -0.000000 -0.062861 -0.125474 -0.187590 -0.248963 -0.309351 -0.368515 -0.426220 -0.482237 -0.536346 -0.588333 -0.637991 -0.685126 -0.729549 -0.771087 -0.809575 -0.844862 -0.876809 -0.905289 -0.930192 -0.951419 -0.968887 -0.982528 -0.992289 -0.998131 -1.000034 -0.997990 -0.992008 -0.982113 -0.968344 -0.950756 -0.929420 -0.904421 -0.875857 -0.843842 -0.808503 -0.769980 -0.728424 -0.684000 -0.636884 -0.587260 -0.535326 -0.481285 -0.425351 -0.367743 -0.308688 -0.248420 -0.187175 -0.125174 0.000000 
0.003384 0.000039 0.062649 0.125052 0.186964 0.248142 0.308348 0.367343 0.424898 0.480785 0.534786 0.586688 0.636287 0.683388 0.727805 0.769362 0.807897 0.843255 0.875298 0.903898 0.928941 0.950327 0.967970 0.981801 0.991761 0.997811 0.999925 0.998094 0.992322 0.982630 0.969056 0.951652 0.930484 0.905635 0.877201 0.845295 0.810041 0.771577 0.730054 0.685638 0.638501 0.588832 0.536826 0.482688 0.426635 0.368886 0.309672 0.249228 0.187794 0.125612 0.062931 -0.000000 -0.062932 -0.125615 -0.187799 -0.249237 -0.309686 -0.368906 -0.426661 -0.482722 -0.536867 -0.588881 -0.638559 -0.685704 -0.730130 -0.771661 -0.810134 -0.845396 -0.877311 -0.905751 -0.930607 -0.951780 -0.969190 -0.982767 -0.992461 -0.998235 -1.000067 -0.997952 -0.991900 -0.981937 -0.968103 -0.950455 -0.929063 -0.904014 -0.875407 -0.843356 -0.807989 -0.769446 -0.727880 -0.683454 -0.636344 -0.586737 -0.534826 -0.480818 -0.424923 -0.367362 -0.308361 -0.248151 -0.186969 -0.125015 0.000000 
0.004512 0.000058 0.062579 0.124912 0.186756 0.247870 0.308014 0.366954 0.424458 0.480302 0.534267 0.586141 0.635720 0.682809 0.727224 0.768788 0.807337 0.842719 0.874794 0.903433 0.928522 0.949961 0.967663 0.981556 0.991583 0.997702 0.999886 0.998125 0.992423 0.982800 0.969291 0.951948 0.930836 0.906038 0.877648 0.845778 0.810552 0.772108 0.730598 0.686183 0.639041 0.589356 0.537326 0.483157 0.427063 0.369268 0.310001 0.249498 0.188000 0.125752 0.063002 -0.000000 -0.063003 -0.125756 -0.188008 -0.249512 -0.310022 -0.369298 -0.427103 -0.483207 -0.537388 -0.589430 -0.639128 -0.686284 -0.730712 -0.772236 -0.810692 -0.845931 -0.877812 -0.906212 -0.931021 -0.952141 -0.969491 -0.983006 -0.992633 -0.998337 -1.000099 -0.997913 -0.991792 -0.981760 -0.967862 -0.950152 -0.928705 -0.903606 -0.874956 -0.842870 -0.807475 -0.768913 -0.727336 -0.682908 -0.635805 -0.586213 -0.534327 -0.480351 -0.424496 -0.366982 -0.308034 -0.247882 -0.186763 -0.124857 0.000000 
0.005640 0.000077 0.062508 0.124772 0.186548 0.247597 0.307681 0.366565 0.424020 0.479820 0.533749 0.585594 0.635153 0.682231 0.726643 0.768213 0.806777 0.842183 0.874289 0.902967 0.928103 0.949594 0.967354 0.981310 0.991403 0.997591 0.999846 0.998156 0.992524 0.982969 0.969525 0.952243 0.931188 0.906440 0.878094 0.846261 0.811064 0.772640 0.731141 0.686730 0.639581 0.589881 0.537827 0.483626 0.427493 0.369651 0.310331 0.249769 0.188208 0.125893 0.063073 -0.000000 -0.063074 -0.125898 -0.188218 -0.249787 -0.310359 -0.369690 -0.427545 -0.483693 -0.537910 -0.589980 -0.639697 -0.686864 -0.731293 -0.772810 -0.811251 -0.846465 -0.878314 -0.906673 -0.931434 -0.952501 -0.969792 -0.983243 -0.992803 -0.998438 -1.000129 -0.997873 -0.991681 -0.981582 -0.967619 -0.949849 -0.928346 -0.903198 -0.874505 -0.842383 -0.806961 -0.768380 -0.726792 -0.682362 -0.635267 -0.585691 -0.533829 -0.479885 -0.424070 -0.366602 -0.307707 -0.247614 -0.186558 -0.124699 0.000000 
0.006768 0.000096 0.062438 0.124632 0.186341 0.247326 0.307349 0.366177 0.423582 0.479339 0.533231 0.585048 0.634587 0.681654 0.726063 0.767639 0.806218 0.841647 0.873784 0.902501 0.927683 0.949227 0.967044 0.981063 0.991222 0.997479 0.999804 0.998185 0.992623 0.983136 0.969758 0.952537 0.931539 0.906841 0.878540 0.846744 0.811575 0.773172 0.731685 0.687276 0.640121 0.590407 0.538329 0.484096 0.427923 0.370034 0.310661 0.250040 0.188415 0.126033 0.063144 -0.000000 -0.063146 -0.126039 -0.188429 -0.250063 -0.310696 -0.370083 -0.427989 -0.484180 -0.538433 -0.590531 -0.640268 -0.687445 -0.731876 -0.773385 -0.811810 -0.846999 -0.878815 -0.907134 -0.931847 -0.952860 -0.970092 -0.983479 -0.992972 -0.998538 -1.000158 -0.997831 -0.991570 -0.981403 -0.967375 -0.949545 -0.927987 -0.902789 -0.874053 -0.841897 -0.806447 -0.767846 -0.726248 -0.681817 -0.634729 -0.585169 -0.533331 -0.479419 -0.423644 -0.366224 -0.307382 -0.247347 -0.186353 -0.124541 0.000000 
0.007896 0.000115 0.062368 0.124493 0.186135 0.247055 0.307017 0.365790 0.423145 0.478859 0.532715 0.584504 0.634022 0.681077 0.725483 0.767065 0.805658 0.841110 0.873279 0.902035 0.927262 0.948858 0.966734 0.980814 0.991040 0.997366 0.999761 0.998213 0.992721 0.983302 0.969990 0.952831 0.931889 0.907242 0.878985 0.847226 0.812087 0.773704 0.732229 0.687823 0.640663 0.590933 0.538832 0.484567 0.428354 0.370418 0.310992 0.250312 0.188624 0.126174 0.063215 -0.000000 -0.063217 -0.126182 -0.188639 -0.250339 -0.311033 -0.370478 -0.428433 -0.484668 -0.538957 -0.591083 -0.640838 -0.688026 -0.732459 -0.773961 -0.812369 -0.847533 -0.879315 -0.907594 -0.932259 -0.953218 -0.970391 -0.983714 -0.993140 -0.998637 -1.000186 -0.997788 -0.991457 -0.981223 -0.967130 -0.949240 -0.927627 -0.902379 -0.873602 -0.841409 -0.805933 -0.767313 -0.725705 -0.681273 -0.634192 -0.584647 -0.532834 -0.478955 -0.423220 -0.365846 -0.307057 -0.247080 -0.186149 -0.124383 0.000000 
0.009024 0.000135 0.062298 0.124354 0.185928 0.246784 0.306686 0.365404 0.422708 0.478379 0.532199 0.583959 0.633458 0.680501 0.724904 0.766491 0.805099 0.840574 0.872773 0.901568 0.926841 0.948489 0.966422 0.980565 0.990857 0.997251 0.999717 0.998239 0.992817 0.983467 0.970220 0.953123 0.932238 0.907643 0.879430 0.847708 0.812598 0.774237 0.732773 0.688371 0.641204 0.591460 0.539335 0.485038 0.428786 0.370803 0.311323 0.250584 0.188832 0.126316 0.063287 -0.000000 -0.063289 -0.126324 -0.188851 -0.250616 -0.311372 -0.370872 -0.428878 -0.485157 -0.539481 -0.591635 -0.641410 -0.688608 -0.733042 -0.774536 -0.812928 -0.848067 -0.879816 -0.908054 -0.932671 -0.953575 -0.970689 -0.983948 -0.993307 -0.998734 -1.000213 -0.997744 -0.991343 -0.981041 -0.966884 -0.948934 -0.927266 -0.901969 -0.873149 -0.840922 -0.805419 -0.766781 -0.725162 -0.680728 -0.633655 -0.584127 -0.532338 -0.478491 -0.422796 -0.365469 -0.306732 -0.246814 -0.185945 -0.124226 0.000000 
0.010152 0.000154 0.062229 0.124215 0.185723 0.246514 0.306356 0.365018 0.422273 0.477900 0.531684 0.583416 0.632894 0.679925 0.724325 0.765918 0.804540 0.840038 0.872268 0.901101 0.926420 0.948120 0.966110 0.980315 0.990673 0.997135 0.999672 0.998264 0.992913 0.983631 0.970450 0.953414 0.932586 0.908042 0.879874 0.848190 0.813109 0.774769 0.733318 0.688919 0.641746 0.591987 0.539839 0.485511 0.429218 0.371189 0.311655 0.250857 0.189041 0.126457 0.063358 -0.000000 -0.063361 -0.126467 -0.189062 -0.250894 -0.311711 -0.371268 -0.429324 -0.485646 -0.540007 -0.592188 -0.641982 -0.689191 -0.733626 -0.775112 -0.813487 -0.848601 -0.880316 -0.908513 -0.933082 -0.953932 -0.970986 -0.984181 -0.993473 -0.998830 -1.000238 -0.997699 -0.991228 -0.980859 -0.966638 -0.948627 -0.926904 -0.901559 -0.872696 -0.840435 -0.804904 -0.766248 -0.724619 -0.680185 -0.633119 -0.583607 -0.531842 -0.478028 -0.422373 -0.365092 -0.306408 -0.246548 -0.185742 -0.124069 0.000000 
0.011280 0.000173 0.062160 0.124077 0.185517 0.246245 0.306027 0.364633 0.421839 0.477423 0.531170 0.582874 0.632331 0.679351 0.723747 0.765345 0.803982 0.839501 0.871762 0.900634 0.925997 0.947749 0.965797 0.980064 0.990487 0.997019 0.999625 0.998288 0.993007 0.983794 0.970678 0.953705 0.932934 0.908441 0.880318 0.848671 0.813620 0.775301 0.733863 0.689467 0.642289 0.592515 0.540344 0.485983 0.429652 0.371575 0.311988 0.251131 0.189251 0.126599 0.063430 -0.000000 -0.063433 -0.126610 -0.189275 -0.251172 -0.312051 -0.371665 -0.429771 -0.486137 -0.540533 -0.592742 -0.642556 -0.689774 -0.734210 -0.775689 -0.814047 -0.849134 -0.880817 -0.908971 -0.933493 -0.954288 -0.971282 -0.984413 -0.993637 -0.998925 -1.000262 -0.997652 -0.991112 -0.980675 -0.966390 -0.948319 -0.926541 -0.901147 -0.872243 -0.839947 -0.804390 -0.765715 -0.724077 -0.679641 -0.632583 -0.583087 -0.531348 -0.477566 -0.421950 -0.364716 -0.306085 -0.246283 -0.185539 -0.123913 0.000000 
